name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Maxime Le Marchand,DEF,Spurs,1.9,0,2,31,0,4.6,173,4,1,1,8.3,41.8,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,19357,1,3,37.0,8,0,0,0,55,True,1,1
José Diogo Dalot Teixeira,DEF,Brighton,0.8,0,0,15,0,0.0,314,7,3,0,3.1,30.8,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,3,99090,3,0,0.0,2,0,0,0,45,True,0,1
Florian Lejeune,DEF,Brighton,0.7,0,0,0,0,0.0,327,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,5315,3,0,0.0,0,0,0,0,45,True,0,1
Daniel James,MID,Arsenal,0.7,0,0,0,0,0.0,311,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,11767,4,2,0.0,0,0,0,0,45,True,0,1
Fernando Luiz Rosa,DEF,Sheffield Utd,2.4,0,0,0,0,0.0,266,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,28016,0,1,0.0,0,0,0,0,55,False,0,1
Kamil Grosicki,MID,West Ham,2.0,0,0,0,0,0.0,410,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,125953,4,2,0.0,0,0,0,0,40,False,0,1
Oleksandr Zinchenko,DEF,Wolves,2.2,0,0,0,0,0.0,283,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,52507,2,3,0.0,0,0,0,0,45,False,0,1
James McCarthy,MID,Liverpool,0.0,0,0,0,0,0.0,131,3,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,37887,0,3,0.0,0,0,0,0,75,True,0,1
Jean Michaël Seri,MID,Newcastle,2.0,0,0,0,0,10.8,189,6,5,0,1.8,0.0,2021-08-14T11:30:00Z,76,13,0,0,0,0,1,0,1258401,1,5,8.0,2,0,0,0,80,False,0,1
William Saliba,DEF,Southampton,0.0,0,0,0,0,0.0,27,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,385,0,2,0.0,0,0,0,0,45,False,0,1
Patrick Bamford,FWD,West Brom,2.4,0,0,0,0,0.0,202,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,14368,0,1,0.0,0,0,0,0,55,True,0,1
Olivier Giroud,FWD,Fulham,0.0,0,0,0,0,0.0,103,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,12414,2,1,0.0,0,0,0,0,40,True,0,1
Hélder Wander Sousa de Azevedo e Costa,MID,West Brom,3.9,0,0,23,1,24.7,205,5,0,1,12.1,37.2,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,1032316,0,1,59.0,5,0,0,0,105,True,1,1
James Maddison,MID,Chelsea,5.0,0,0,26,1,0.0,231,7,0,0,2.9,29.4,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,3,382936,3,0,0.0,7,0,0,0,60,False,0,1
James Bree,DEF,Wolves,2.8,0,0,6,0,5.3,43,8,3,0,2.0,4.2,2021-08-14T14:00:00Z,71,18,0,0,0,0,1,0,386824,2,3,10.0,2,0,0,0,65,False,0,1
Victor Lindelöf,DEF,Arsenal,0.9,0,0,12,0,13.8,308,9,4,0,4.2,10.0,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,34866,4,2,18.0,2,0,0,0,55,True,0,1
Sam Field,MID,West Ham,3.1,1,0,24,0,48.9,423,9,2,0,11.1,37.6,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,27855,4,2,24.0,5,0,0,0,60,False,0,1
Zack Steffen,GK,Arsenal,1.5,0,0,0,0,0.0,538,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,0,2,1,0.0,0,0,0,0,45,False,0,1
Joe Hart,GK,Spurs,1.9,1,0,21,0,40.5,482,4,1,0,7.1,30.8,2021-08-14T14:00:00Z,69,16,0,0,0,0,1,0,47331,1,3,0.0,5,0,0,0,55,True,0,1
David de Gea,GK,Arsenal,0.9,0,0,7,0,14.4,291,9,4,0,1.8,3.6,2021-08-15T13:00:00Z,69,19,0,0,0,0,1,0,9252,4,2,0.0,1,0,0,0,55,True,1,1
Sander Berge,MID,Aston Villa,1.7,0,0,4,0,0.3,360,10,0,0,0.3,3.0,2021-08-15T15:30:00Z,7,12,0,0,0,0,1,0,50765,0,1,0.0,1,0,0,0,50,True,0,1
Fabio Silva,FWD,Spurs,1.0,0,0,0,0,0.0,504,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,2036,1,3,0.0,0,0,0,0,45,True,0,1
Nélson Cabral Semedo,DEF,Everton,1.0,0,0,0,0,0.0,546,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,0,1,3,0.0,0,0,0,0,40,False,0,1
Ashley Barnes,FWD,Crystal Palace,0.0,0,0,0,0,0.0,87,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,90851,0,2,0.0,0,0,0,0,40,True,0,1
Callum Hudson-Odoi,MID,Liverpool,3.1,0,3,46,1,35.5,122,3,0,1,12.1,56.0,2021-08-14T14:00:00Z,85,7,0,0,0,0,1,0,101537,0,3,29.0,15,0,0,0,55,True,0,1
Phil Bardsley,DEF,Crystal Palace,0.0,0,0,0,0,0.0,82,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,1911,0,2,0.0,0,0,0,0,55,True,0,1
Fabricio Agosto Ramírez,GK,Spurs,1.0,0,0,6,0,2.0,171,4,1,0,2.0,11.4,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,78248,1,3,7.0,2,0,0,0,45,True,0,1
Neco Williams,DEF,Sheffield Utd,3.1,0,0,3,0,0.6,264,10,0,0,0.3,2.8,2021-08-15T15:30:00Z,11,17,0,0,0,0,1,0,104388,0,1,0.0,1,0,0,0,55,False,0,1
James Milner,MID,Chelsea,2.7,0,0,0,0,0.0,241,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,23686,3,0,0.0,0,0,0,0,45,False,0,1
Denis Odoi,DEF,Everton,1.8,0,0,24,0,1.0,525,4,3,1,7.4,33.2,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,65676,1,3,40.0,6,0,0,0,60,False,0,1
Alphonse Areola,GK,Brighton,0.6,0,0,5,0,0.3,516,7,0,0,0.7,2.4,2021-08-14T16:30:00Z,13,11,0,0,0,0,1,0,8779,3,0,4.0,1,0,0,0,55,True,0,1
Bailey Peacock-Farrell,GK,Fulham,0.5,0,0,0,0,0.0,99,2,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,56223,2,1,0.0,0,0,0,0,40,True,0,1
Marc Albrighton,MID,Chelsea,2.4,0,0,10,1,18.8,221,7,0,0,4.0,21.0,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,6425,3,0,0.0,2,0,0,0,50,False,1,1
Tom Heaton,GK,Wolves,1.5,0,0,0,0,0.0,28,8,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,71768,2,3,0.0,0,0,0,0,40,False,0,1
Juan Foyth,DEF,West Ham,2.0,0,0,0,0,0.0,406,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,44904,4,2,0.0,0,0,0,0,45,False,0,1
Pierre-Emerick Aubameyang,MID,Southampton,1.1,0,0,0,0,0.0,4,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,200068,0,2,0.0,0,0,0,0,100,False,0,1
Bruno André Cavaco Jordao,MID,Leicester,2.1,0,0,17,0,0.0,475,5,1,0,2.6,26.2,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,4,23035,0,1,0.0,3,0,0,0,50,False,0,1
Emil Krafth,DEF,Everton,1.8,0,0,0,0,0.0,333,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,81382,1,3,0.0,0,0,0,0,45,False,0,1
Marvelous Nakamba,MID,Wolves,2.7,0,0,21,0,13.7,44,8,3,0,3.0,14.8,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,126813,2,3,1.0,1,0,0,0,50,False,0,1
Axel Tuanzebe,DEF,Arsenal,1.1,1,1,34,0,48.3,307,9,4,0,9.8,39.6,2021-08-15T13:00:00Z,90,19,0,0,0,0,1,0,293340,4,2,10.0,6,0,0,0,65,True,0,1
Conor Gallagher,MID,Spurs,1.0,0,0,0,0,0.0,544,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,0,1,3,0.0,0,0,0,0,40,True,0,1
Pedro Lomba Neto,MID,Leeds,1.2,0,0,15,0,1.3,474,3,3,0,2.5,23.8,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,15214,0,3,0.0,1,0,0,0,45,False,0,1
Tomas Soucek,MID,Brighton,0.9,0,0,5,0,29.2,449,7,3,0,3.9,3.4,2021-08-14T16:30:00Z,76,11,0,0,0,0,1,0,14489,3,0,6.0,2,0,0,0,55,True,0,1
Conor Townsend,DEF,West Ham,3.2,0,0,18,0,23.9,418,9,2,0,5.0,20.4,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,932002,4,2,6.0,1,0,0,0,50,False,0,1
Tom Davies,MID,Spurs,1.0,0,0,0,0,0.0,163,4,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,12377,1,3,0.0,0,0,0,0,45,True,0,1
Dara O'Shea,DEF,West Ham,2.0,0,0,4,0,0.1,425,9,0,0,0.1,1.0,2021-08-15T13:00:00Z,1,14,0,0,0,0,1,0,169647,4,2,0.0,1,0,0,0,40,False,0,1
Reiss Nelson,MID,Southampton,2.9,0,0,13,0,35.3,21,1,2,0,7.3,13.0,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,497578,0,2,25.0,2,0,0,0,55,False,0,1
John Lundstram,MID,Aston Villa,0.0,0,0,0,0,0.0,355,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,3820,0,1,0.0,0,0,0,0,50,True,0,1
Eric Bailly,DEF,Arsenal,0.8,0,0,3,0,0.8,310,9,0,0,0.1,0.0,2021-08-15T13:00:00Z,5,19,0,0,0,0,1,0,44613,4,2,0.0,1,0,0,0,60,True,0,1
Marcos Rojo,DEF,Arsenal,0.2,0,0,0,0,0.0,294,9,0,0,0.0,0.0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,53679,4,2,0.0,0,0,0,0,45,True,0,1
Fernando Marçal,DEF,West Brom,1.5,0,0,0,0,0.0,505,5,0,0,0.0,0.0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,2531,0,1,0.0,0,0,0,0,45,True,0,1
Fabian Delph,MID,Leeds,1.6,0,0,1,0,0.3,149,3,1,0,0.1,0.0,2021-08-14T14:00:00Z,33,6,0,0,0,0,1,0,96513,0,3,4.0,1,0,0,0,65,False,0,1
Mohamed Salah,MID,Sheffield Utd,3.5,0,0,9,0,22.1,254,10,1,0,4.7,6.4,2021-08-15T15:30:00Z,78,17,0,0,0,0,1,0,533583,0,1,18.0,2,0,0,0,90,False,0,1
Alex McCarthy,GK,Aston Villa,1.8,0,0,6,1,2.2,363,10,0,0,1.5,12.4,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,84222,0,1,0.0,3,0,0,0,65,True,0,1
Mohammed Salisu,DEF,Crystal Palace,0.4,0,0,9,1,15.5,479,1,0,0,2.5,5.4,2021-08-13T19:00:00Z,79,1,0,0,0,0,1,0,4896,0,2,4.0,3,0,0,0,50,True,0,1
Marcos Alonso,DEF,Fulham,1.1,0,0,10,1,2.5,104,2,0,0,2.6,6.6,2021-08-14T14:00:00Z,69,4,0,0,0,0,1,0,58733,2,1,17.0,2,0,0,0,55,True,0,1
Matthew Lowton,DEF,Crystal Palace,0.0,0,0,0,0,0.0,92,1,0,0,0.0,0.0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,1347,0,2,0.0,0,0,0,0,40,True,0,1
Tahith Chong,MID,Brighton,0.0,0,0,0,0,0.0,316,7,0,0,0.0,0.0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,77,3,0,0.0,0,0,0,0,50,True,0,1
Robin Koch,DEF,Everton,1.0,0,0,12,0,10.2,491,4,3,0,3.5,23.0,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,114247,1,3,2.0,1,0,0,0,40,False,0,1
Jack Robinson,DEF,Aston Villa,0.0,0,0,0,0,0.0,352,10,0,0,0.0,0.0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,3224,0,1,0.0,0,0,0,0,45,True,0,1
Mateo Kovacic,MID,Fulham,1.4,1,2,27,0,32.4,107,2,2,0,6.0,27.8,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,46788,2,1,0.0,7,0,0,0,55,True,0,1
N'Golo Kanté,MID,Fulham,1.2,0,0,13,0,15.6,113,2,2,0,3.2,14.4,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,41905,2,1,2.0,1,0,0,0,45,True,0,1
Charlie Taylor,DEF,Crystal Palace,0.0,0,0,4,0,0.3,97,1,0,0,0.5,4.2,2021-08-13T19:00:00Z,10,1,0,0,0,0,1,0,4979,0,2,0.0,1,0,0,0,45,True,0,1
Michael Hector,DEF,Spurs,1.7,0,0,13,0,0.2,178,4,1,0,2.0,19.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,54382,1,3,0.0,2,0,0,0,45,True,0,1
Allan Saint-Maximin,MID,Everton,1.7,0,0,6,0,0.5,338,4,3,0,1.3,10.0,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,7152,1,3,2.0,1,0,0,0,45,False,0,1
Christian Walton,GK,Spurs,1.0,0,0,2,0,0.5,503,4,0,0,0.1,0.0,2021-08-14T14:00:00Z,1,16,0,0,0,0,1,0,2025,1,3,0.0,1,0,0,0,45,True,0,1
Antonio Rüdiger,DEF,Fulham,1.7,0,0,3,0,12.0,109,2,2,0,4.1,3.8,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,220337,2,1,25.0,2,0,0,0,70,True,0,1
