assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,2,114,None,None,2,0.34,101188,2,,0,0,1,-1,197.4,13,3,2,,1,2,4.0,4.0,5,0.75,0.13,0.81,0.14,0.06,9.39,1.59,0.01,Lucas,4.0,49,14,10,1.7,0,36.0,38,5,42,False,128.2,61,18,530,,None,46,336,41,0,0,None,0,,101188.jpg,4.2,56,14,0,0,0.0,Digne,4.4,77,28,False,None,6,1.02,a,2,7,35.0,151,30,25,381048,28875,99444,4772,0.9,5.4,Digne,3
0,3,121,None,None,2,0.37,230046,1,,0,0,-1,1,97.7,52,39,1,,1,3,4.0,4.0,2,0.59,0.11,2.41,0.44,1.82,9.34,1.72,0.33,Douglas Luiz,4.0,52,24,10,1.84,2,31.0,51,33,43,False,145.4,42,16,489,,None,54,131,84,0,0,1,0,,230046.jpg,4.0,67,30,0,0,0.0,Soares de Paulo,2.0,119,36,False,None,6,1.1,a,2,7,67.0,85,47,24,54484,5938,123622,4575,0.7,4.4,Douglas Luiz,3
0,3,56,100,100,0,0.0,476344,None,,0,0,0,0,13.7,276,38,None,,0,4,2.0,2.0,1,0.01,0.02,0.74,1.17,0.73,1.02,1.61,1.15,Jhon,2.0,176,24,0,0.0,2,13.6,193,28,44,False,72.4,167,19,57,,2023-08-10T15:00:04.972558Z,50,214,48,0,0,None,0,,476344.jpg,3.0,127,19,0,0,0.0,Durán,0.3,286,48,False,None,0,0.0,a,2,7,55.0,108,29,15,25589,4074,10552,1106,0.4,3.0,Duran,1
0,0,0,None,None,0,0,123354,None,,0,0,0,0,0.0,426,156,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,415,141,0,0,0,0.0,448,159,45,False,0.0,442,158,0,,None,40,620,170,0,0,None,0,,123354.jpg,0.0,443,152,0,0,0,Hause,0.2,331,127,False,None,0,0,a,2,7,0.0,397,141,0,3193,214,7380,306,0.0,0.0,Hause,0
0,0,0,0,0,0,0,490094,None,,0,0,-1,1,0.0,561,219,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tim,0.0,554,209,0,0,0,0.0,575,221,46,False,0.0,570,218,0,Muscle injury - Unknown return date,2023-08-10T15:00:04.998490Z,44,573,302,0,0,None,0,,490094.jpg,0.0,575,221,0,0,0,Iroegbunam,0.0,589,226,False,None,0,0,i,2,7,0.0,546,212,0,299,22,2326,43,0.0,0.0,Iroegbunam,0
0,1,84,None,None,2,0.36,226944,None,,0,0,0,0,100.1,48,35,None,,0,3,2.0,2.0,3,0.17,0.03,0.22,0.04,0.05,8.85,1.57,0.01,Boubacar,2.0,174,73,10,1.78,0,18.2,126,69,47,False,70.2,172,64,506,,None,50,199,125,0,0,None,0,,226944.jpg,2.2,194,85,0,0,0.0,Kamara,0.1,384,122,False,None,6,1.07,a,2,7,11.0,264,140,13,6132,393,6476,263,0.4,2.6,Kamara,1
0,1,117,None,None,2,0.33,199798,None,,0,0,0,0,6.8,316,113,None,,0,2,3.0,3.0,7,0.04,0.01,0.25,0.05,0.21,9.84,1.64,0.04,Ezri,3.0,89,27,10,1.67,0,13.4,199,63,48,False,113.6,79,24,540,,None,45,376,66,0,0,None,0,,199798.jpg,3.0,123,38,0,0,0.0,Konsa Ngoyo,1.0,162,64,False,None,6,1.0,a,2,7,13.0,250,75,18,19276,1714,36091,1063,0.7,4.0,Konsa,0
0,2,105,100,100,2,0.4,98980,None,,0,0,-1,1,0.0,654,79,None,,0,1,2.2,2.2,6,0.00,0.0,0.00,0.0,0.00,9.11,1.82,0.0,Emiliano,2.2,145,15,9,1.8,0,14.1,182,12,49,False,140.2,49,12,450,,2023-08-25T14:00:08.378829Z,49,239,8,0,0,None,0,,98980.jpg,3.6,95,10,0,17,3.4,Martínez Romero,6.4,60,10,False,None,5,1.0,a,2,7,0.0,649,78,18,136787,9993,291492,5260,0.4,3.7,Martinez,2
0,2,75,None,None,2,0.38,122806,4,,0,0,0,0,71.2,90,65,None,,0,3,2.0,2.0,3,0.35,0.07,1.40,0.27,1.05,7.49,1.41,0.2,John,2.0,180,78,8,1.51,1,19.9,111,62,50,False,63.6,184,70,477,,None,55,98,60,0,0,None,0,,122806.jpg,3.3,109,46,0,0,0.0,McGinn,0.6,214,66,False,None,6,1.13,a,2,7,64.0,89,51,20,30414,844,29295,1339,0.4,3.6,McGinn,1
0,0,5,0,0,0,0.0,149484,None,,0,0,-3,3,13.0,280,91,None,,0,2,0.0,0.0,0,0.16,0.48,0.17,0.51,0.01,1.08,3.24,0.03,Tyrone,0.0,486,182,2,6.0,0,2.2,356,127,51,False,3.6,382,138,30,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,42,594,160,0,0,None,0,,149484.jpg,0.0,514,192,0,0,0.0,Mings,2.2,115,43,False,None,1,3.0,i,2,7,5.0,311,105,0,8030,216,966382,7939,0.0,0.0,Mings,0
0,0,12,None,None,0,0.0,111782,None,,0,0,0,0,0.0,420,22,None,,0,1,0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.73,0.73,0.0,Robin,0.5,307,23,1,1.0,0,1.2,380,23,53,False,12.0,330,23,90,,None,40,614,46,0,0,None,0,,111782.jpg,2.0,202,19,0,1,1.0,Olsen,0.8,174,24,False,None,1,1.0,a,2,7,0.0,391,18,2,12661,564,20255,984,0.1,0.5,Olsen,0
0,0,3,0,0,0,0.0,481624,None,,0,0,0,0,0.3,380,190,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.65,19.5,0.0,Jaden,0.0,602,235,1,30.0,0,0.3,405,191,54,False,0.4,403,191,3,Transferred to Hull City,2023-09-02T08:48:12.680336Z,45,437,244,0,0,None,0,,481624.jpg,1.0,345,152,0,0,0.0,Philogene-Bidace,0.1,433,139,False,None,0,0.0,u,2,7,2.0,347,171,1,3755,0,11269,287,0.0,0.2,Philogene,0
0,0,2,100,100,0,0.0,232653,None,,0,0,-1,1,0.5,377,188,None,,0,3,0.2,0.2,1,0.00,0.0,0.12,0.72,0.12,0.36,2.16,0.72,Jacob,0.2,381,180,0,0.0,0,2.9,346,159,55,False,11.0,336,145,15,,2023-07-25T12:00:03.978550Z,59,72,44,0,0,None,0,,232653.jpg,1.0,388,187,0,0,0.0,Ramsey,0.1,451,148,False,None,0,0.0,a,2,7,17.0,234,123,1,979,350,8087,113,0.0,0.2,J.Ramsey,0
0,0,0,0,0,0,0,122775,None,,0,0,0,0,0.0,576,225,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Morgan,0.0,565,216,0,0,0,0.0,585,227,56,False,0.0,580,224,0,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,45,357,222,0,0,None,0,,122775.jpg,0.0,585,227,0,0,0,Sanson,0.0,686,284,False,None,0,0,u,2,7,0.0,563,219,0,0,0,504,5,0.0,0.0,Sanson,0
0,0,0,0,0,0,0,248164,None,,0,0,0,0,0.0,459,42,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Viljami,0.0,447,57,0,0,0,0.0,479,58,57,False,0.0,473,58,0,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,40,659,66,0,0,None,0,,248164.jpg,0.0,476,58,0,0,0,Sinisalo,0.0,689,84,False,None,0,0,u,2,7,0.0,431,38,0,0,0,243,8,0.0,0.0,Sinisalo,0
0,0,24,None,None,0,0.0,166989,None,,0,0,-2,2,20.9,234,127,None,,0,3,1.0,1.0,1,0.14,0.09,0.22,0.14,0.08,3.67,2.45,0.05,Youri,1.0,274,124,3,2.0,0,5.0,310,138,58,False,16.6,311,132,135,,None,58,77,47,0,0,None,0,,166989.jpg,1.0,387,186,0,0,0.0,Tielemans,0.6,209,64,False,None,0,0.0,a,2,7,12.0,258,136,6,8866,359,66310,1584,0.2,1.0,Tielemans,0
0,0,3,50,50,0,0.0,110504,None,,0,0,0,0,0.0,676,284,None,,0,3,0.1,0.1,0,0.00,0.0,0.00,0.0,0.00,0.45,4.5,0.0,Bertrand,0.2,378,177,0,0.0,0,0.0,680,285,59,False,0.0,679,284,9,Muscle injury - 50% chance of playing,2023-09-01T15:29:59.576149Z,50,175,106,0,0,None,0,,110504.jpg,1.0,372,173,0,0,0.0,Traoré,0.0,630,252,False,None,0,0.0,d,2,7,0.0,672,281,1,297,1,1961,39,0.0,0.2,Bertrand Traoré,0
4,3,85,None,None,2,0.36,178301,None,,0,0,-1,1,120.9,36,2,None,,0,4,5.2,5.2,9,0.36,0.06,2.53,0.45,2.17,9.15,1.65,0.39,Ollie,5.2,28,7,10,1.8,1,40.8,26,5,60,False,95.2,108,15,500,,None,79,13,4,0,0,2,0,,178301.jpg,5.2,26,6,0,0,0.0,Watkins,17.5,22,4,False,None,6,1.08,a,2,7,192.0,18,7,31,531310,37219,1194180,27886,0.7,3.9,Watkins,0
0,0,0,0,0,0,0,213345,None,,0,0,0,0,0.0,684,81,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wesley,0.0,674,80,0,0,0,0.0,687,81,61,False,0.0,686,81,0,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,50,196,45,0,0,None,0,,213345.jpg,0.0,685,81,0,0,0,Moraes Ferreira da Silva,0.0,677,91,False,None,0,0,u,2,7,0.0,680,81,0,0,0,675,4,0.0,0.0,Wesley,0
0,2,111,None,None,2,0.35,244954,None,,0,0,0,0,33.2,185,55,None,,0,2,3.2,3.2,8,0.07,0.01,0.10,0.02,0.03,8.76,1.55,0.01,Pau,3.2,79,23,8,1.41,0,14.0,184,54,584,False,87.4,123,49,509,,None,45,407,89,0,0,None,0,,244954.jpg,3.2,111,33,0,0,0.0,Torres,2.1,117,45,False,None,5,0.88,a,2,7,19.0,216,56,19,47564,3098,91890,2754,0.7,4.2,Pau,0
2,2,102,None,None,2,0.37,243557,None,,0,0,1,-1,130.4,27,19,None,,1,3,5.5,5.5,3,0.86,0.16,2.12,0.4,1.26,8.52,1.59,0.24,Moussa,5.5,19,12,9,1.68,2,41.5,25,19,599,False,137.4,53,21,481,,None,66,45,26,0,0,None,0,,243557.jpg,5.3,21,14,0,0,0.0,Diaby,11.0,37,12,False,None,6,1.12,a,2,7,146.0,28,18,32,788089,42760,386106,28943,0.8,4.8,Diaby,0
0,0,0,None,None,0,0,549068,None,,0,0,0,0,0.0,633,257,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omari,0.0,626,251,0,0,0,0.0,643,259,618,False,0.0,638,256,0,,None,45,467,263,0,0,None,0,,549068.jpg,0.0,642,259,0,0,0,Kellyman,0.1,497,173,False,None,0,0,a,2,7,0.0,626,253,0,2479,254,2486,166,0.0,0.0,Kellyman,0
0,0,0,None,None,0,0,462381,None,,0,0,0,0,0.0,473,47,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,462,62,0,0,0,0.0,493,63,670,False,0.0,487,63,0,,None,40,675,71,0,0,None,0,,462381.jpg,0.0,491,63,0,0,0,Marschall,0.0,605,75,False,None,0,0,a,2,7,0.0,446,43,0,919,54,350,41,0.0,0.0,Marschall,0
0,0,5,None,None,1,0.52,245414,None,,0,0,0,0,55.7,129,89,None,,0,3,1.2,1.2,3,0.40,0.21,0.84,0.44,0.44,2.00,1.05,0.23,Nicolò,1.2,241,108,1,0.52,0,14.7,175,90,672,False,24.4,288,118,172,,None,55,111,69,0,0,None,0,,245414.jpg,1.2,309,141,0,0,0.0,Zaniolo,0.0,511,180,False,None,2,1.05,a,2,7,67.0,86,48,5,4166,455,1983,188,0.2,0.9,Zaniolo,1
0,0,0,0,0,0,0,516159,None,,0,0,0,0,0.0,488,56,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Oliwier,0.0,478,71,0,0,0,0.0,508,72,686,False,0.0,503,72,0,On loan to Puszcza Niepolomice,2023-09-11T14:12:20.141802Z,40,695,80,0,0,None,0,,516159.jpg,0.0,506,72,0,0,0,Zych,0.1,439,62,False,None,0,0,u,2,7,0.0,462,52,0,6697,0,3055,330,0.0,0.0,Zych,0
0,0,0,None,None,0,0,171101,None,,0,0,0,0,0.0,579,222,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Clément,0.0,568,215,0,0,0,0.0,588,222,699,False,0.0,583,222,0,,None,45,366,60,0,0,None,0,,171101.jpg,0.0,588,220,0,0,0,Lenglet,0.0,556,201,False,None,0,0,a,2,7,0.0,566,219,0,1879,174,652,147,0.0,0.0,Lenglet,0
0,0,4,0,0,0,0.0,444180,None,,0,0,-1,1,4.6,325,163,None,,0,3,0.0,0.0,0,0.02,0.01,0.09,0.05,0.07,4.44,2.65,0.04,Jaidon,0.2,374,175,5,2.98,0,3.0,342,156,62,False,9.0,352,155,151,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,49,281,184,0,0,None,0,,444180.jpg,1.0,371,172,0,0,0.0,Anthony,0.1,455,152,False,None,2,1.19,u,3,91,16.0,240,124,3,1618,0,10160,364,0.0,0.6,Anthony,1
0,0,54,None,None,1,0.17,168991,None,,0,0,-2,2,95.7,55,41,1,,0,3,1.7,2.2,2,0.23,0.04,1.40,0.24,1.17,12.73,2.18,0.2,Philip,2.2,152,66,11,1.88,0,25.9,63,39,63,False,82.6,138,50,526,,None,53,147,92,0,0,None,0,,168991.jpg,2.2,196,87,0,0,0.0,Billing,0.4,241,75,False,None,6,1.03,a,3,91,82.0,66,36,13,10671,408,46035,1119,0.4,2.5,Billing,0
0,2,41,None,None,0,0.0,111317,1,,0,0,-1,1,64.3,112,79,None,,0,3,2.0,2.5,0,0.31,0.19,1.90,1.18,1.59,3.20,2.0,0.99,David,2.5,121,54,2,1.25,1,17.9,131,73,64,False,50.0,219,89,144,,None,49,243,160,0,0,None,0,,111317.jpg,2.2,191,82,0,0,0.0,Brooks,0.1,401,128,False,None,1,0.62,a,3,91,64.0,88,50,13,6474,265,6794,371,0.5,2.7,Brooks,1
1,0,67,100,100,1,0.2,158499,4,,0,0,0,0,113.3,40,30,None,,0,3,2.3,2.8,5,0.62,0.13,0.88,0.18,0.26,10.82,2.2,0.05,Ryan,2.8,112,48,9,1.83,0,25.4,67,41,65,False,74.4,159,59,442,,2023-08-06T23:30:05.398527Z,50,183,111,0,0,None,0,,158499.jpg,2.5,168,71,0,0,0.0,Christie,0.0,549,204,False,None,6,1.22,a,3,91,66.0,87,49,15,1976,362,1727,74,0.6,3.0,Christie,0
0,0,48,100,100,1,0.29,155408,3,,0,0,0,0,41.7,158,97,None,,0,3,1.5,2.0,2,0.12,0.03,0.19,0.05,0.07,7.59,2.17,0.02,Lewis,2.0,173,72,6,1.71,0,11.3,227,105,66,False,53.4,211,85,315,,2023-08-12T21:30:06.147236Z,50,182,110,0,0,None,0,,155408.jpg,2.0,221,99,0,0,0.0,Cook,0.0,602,235,False,None,3,0.86,a,3,91,18.0,221,118,8,300,22,1559,41,0.4,1.6,L.Cook,0
0,0,0,0,0,0,0,244085,None,,0,0,0,0,0.0,593,230,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Siriki,0.0,583,222,0,0,0,0.0,602,232,67,False,0.0,597,229,0,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,45,405,229,0,0,None,0,,244085.jpg,0.0,604,233,0,0,0,Dembélé,0.0,700,294,False,None,0,0,u,3,91,0.0,583,225,0,0,0,301,1,0.0,0.0,Siriki,0
0,0,0,0,0,0,0,81012,None,,0,0,-1,1,0.0,510,201,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,501,192,0,0,0,0.0,528,203,68,False,0.0,523,203,0,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,44,484,107,0,0,None,0,,81012.jpg,0.0,528,201,0,0,0,Fredericks,0.0,625,215,False,None,0,0,i,3,91,0.0,488,193,0,320,5,1563,22,0.0,0.0,Fredericks,0
0,0,1,0,0,0,0.0,463981,None,,0,0,0,0,1.8,347,129,None,,0,2,0.0,0.0,0,0.01,0.06,0.01,0.06,0.00,0.19,1.14,0.0,James,0.0,464,169,0,0.0,0,0.2,408,142,69,False,0.0,489,183,15,Season-long loan to Blackburn Rovers,2023-09-01T14:44:09.529285Z,40,677,204,0,0,None,0,,463981.jpg,1.0,317,110,0,0,0.0,Hill,0.2,329,125,False,None,0,0.0,u,3,91,0.0,448,169,1,6669,0,14452,562,0.0,0.2,Hill,0
0,2,63,100,100,1,0.33,235530,None,,0,0,0,0,33.6,182,52,None,,0,2,1.7,2.2,1,0.07,0.02,0.07,0.02,0.00,5.60,1.83,0.0,Lloyd,2.2,140,46,5,1.63,0,8.6,262,92,70,False,50.4,217,86,276,,2023-07-26T15:30:04.054546Z,45,401,85,0,0,None,0,,235530.jpg,2.5,163,54,0,0,0.0,Kelly,0.0,525,196,False,None,3,0.98,a,3,91,2.0,346,124,10,2027,116,1304,108,0.5,2.2,Kelly,1
0,0,0,None,None,0,0,444183,None,,0,0,-1,1,0.0,553,216,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gavin,0.0,547,205,0,0,0,0.0,569,218,71,False,0.0,564,215,0,,None,44,558,293,0,0,None,0,,444183.jpg,0.0,569,218,0,0,0,Kilkenny,0.1,449,146,False,None,0,0,a,3,91,0.0,537,208,0,2397,184,3864,158,0.0,0.0,Kilkenny,0
0,0,14,None,None,0,0.0,222683,5,,0,0,-2,2,52.6,136,93,None,,0,3,1.0,1.5,2,0.64,0.21,0.99,0.32,0.35,5.45,1.78,0.11,Justin,1.5,214,94,4,1.3,0,13.5,196,94,72,False,25.4,285,117,276,,None,48,316,210,0,0,None,0,,222683.jpg,1.3,291,131,0,0,0.0,Kluivert,0.2,295,89,False,None,3,0.98,a,3,91,56.0,105,62,8,4257,212,27597,667,0.3,1.7,Kluivert,0
0,0,0,0,0,0,0,128309,None,,0,0,-1,1,0.0,656,272,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jamal,0.0,649,268,0,0,0,0.0,662,273,73,False,0.0,658,271,0,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,49,245,161,0,0,None,0,,128309.jpg,0.0,662,273,0,0,0,Lowe,0.0,645,260,False,None,0,0,u,3,91,0.0,651,268,0,81,0,1030,21,0.0,0.0,Lowe,0
0,0,0,0,0,0,0,133845,None,,0,0,-1,1,0.0,519,198,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emiliano,0.0,509,187,0,0,0,0.0,536,201,74,False,0.0,531,198,0,Foot injury - Unknown return date,2023-08-18T11:59:59.501058Z,44,501,271,0,0,None,0,,133845.jpg,0.0,536,201,0,0,0,Marcondes,0.0,599,232,False,None,0,0,i,3,91,0.0,498,189,0,385,21,2430,56,0.0,0.0,Marcondes,0
0,0,6,None,None,0,0.0,223911,None,,-1,1,-2,2,11.2,294,99,None,,0,2,-0.3,0.2,0,0.01,0.03,0.01,0.03,0.00,1.22,3.33,0.0,Chris,0.2,345,112,1,2.73,0,2.6,348,124,75,False,15.2,315,123,33,,None,43,590,157,0,0,None,0,,223911.jpg,0.5,402,133,0,0,0.0,Mepham,0.1,468,180,False,None,0,0.0,a,3,91,0.0,477,187,1,861,105,4023,96,0.0,0.2,Mepham,1
0,0,4,None,None,0,0.0,128340,None,,0,0,-2,2,6.0,320,43,None,,0,4,-0.3,0.2,0,0.06,0.1,0.33,0.55,0.27,0.66,1.1,0.45,Kieffer,0.2,365,49,0,0.0,0,2.1,363,45,76,False,0.4,405,48,54,,None,48,297,60,0,0,None,0,,128340.jpg,1.0,355,48,0,0,0.0,Moore,0.3,280,46,False,None,0,0.0,a,3,91,17.0,228,45,3,5448,329,26107,721,0.0,0.6,Moore,0
0,5,122,None,None,1,0.17,69752,None,,0,0,0,0,0.0,571,69,None,,1,1,3.0,3.5,1,0.01,0.0,0.01,0.0,0.00,13.08,2.18,0.0,Norberto,3.5,63,6,11,1.83,0,20.5,108,5,77,False,204.4,9,5,540,,None,45,345,16,0,0,None,1,,69752.jpg,4.3,47,4,0,26,4.33,Murara Neto,1.4,141,20,False,None,6,1.0,a,3,91,0.0,558,66,26,83731,5073,38198,2977,0.8,5.8,Neto,2
0,0,10,100,100,1,1.01,533463,None,,0,0,-2,2,16.5,254,139,None,,0,3,0.5,1.0,1,0.01,0.01,0.41,0.41,0.40,1.38,1.4,0.4,Dango,1.0,261,114,1,1.01,0,8.2,268,118,78,False,14.0,321,138,89,,2023-08-12T21:30:06.219128Z,48,326,217,0,0,None,0,,533463.jpg,2.0,215,95,0,0,0.0,Ouattara,0.0,615,242,False,None,1,1.01,a,3,91,51.0,120,73,4,230,15,3814,24,0.2,0.8,O.Dango,0
0,0,0,0,0,0,0,156687,None,,0,0,0,0,0.0,578,226,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,567,217,0,0,0,0.0,587,228,79,False,0.0,582,225,0,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,45,359,223,0,0,None,0,,156687.jpg,0.0,587,228,0,0,0,Pearson,0.0,715,307,False,None,0,0,u,3,91,0.0,565,220,0,0,0,87,2,0.0,0.0,Pearson,0
0,0,0,None,None,0,0,32259,None,,0,0,0,0,0.0,406,13,None,,0,1,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Darren,0.0,396,31,0,0,0,0.0,429,31,80,False,0.0,424,31,0,,None,40,598,37,0,0,None,0,,32259.jpg,0.0,425,31,0,0,0,Randolph,0.5,220,29,False,None,0,0,a,3,91,0.0,377,9,0,4406,157,11613,501,0.0,0.0,Randolph,0
0,0,25,None,None,0,0.0,156685,2,,0,0,-1,1,28.1,206,116,None,,0,3,-0.3,0.2,0,0.07,0.03,0.10,0.04,0.03,5.41,2.32,0.01,Joe,0.2,372,174,5,2.14,0,5.5,302,133,81,False,24.2,289,119,210,,None,49,248,163,0,0,None,0,,156685.jpg,1.7,252,117,0,0,0.0,Rothwell,0.0,600,233,False,None,3,1.29,a,3,91,3.0,333,166,5,417,5,1057,37,0.0,1.0,Rothwell,0
1,1,35,100,100,0,0.0,437730,None,,0,0,0,0,21.2,232,34,None,,0,4,0.5,1.0,1,0.13,0.05,0.83,0.31,0.70,7.12,2.59,0.26,Antoine,1.0,256,37,7,2.55,1,17.5,135,22,82,False,48.8,222,24,247,,2023-08-06T23:30:05.439700Z,45,416,72,0,0,None,0,,437730.jpg,2.8,139,22,0,0,0.0,Semenyo,3.1,103,21,False,None,3,1.09,a,3,91,106.0,47,17,14,347055,10194,163226,9788,0.2,3.1,Semenyo,1
1,0,48,None,None,0,0.0,221466,None,,0,0,-1,1,25.5,217,64,None,,0,2,0.7,1.2,0,0.26,0.09,0.26,0.09,0.00,7.83,2.76,0.0,Marcos,1.2,229,77,6,2.12,0,11.4,225,74,83,False,87.4,122,48,255,,None,44,531,136,0,0,None,0,,221466.jpg,1.4,281,93,0,0,0.0,Senesi,0.1,360,135,False,None,3,1.06,a,3,91,0.0,519,209,7,5671,119,9099,326,0.3,1.6,Senesi,1
0,0,0,100,100,0,0,54469,None,,0,0,-1,1,0.0,505,198,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,496,189,0,0,0,0.0,523,200,84,False,0.0,518,200,0,,2023-08-06T23:30:05.454428Z,44,479,104,0,0,None,0,,54469.jpg,0.0,523,198,0,0,0,Smith,0.0,611,212,False,None,0,0,a,3,91,0.0,483,190,0,298,18,1677,22,0.0,0.0,Smith,0
1,2,80,None,None,1,0.17,154566,None,,0,0,-1,1,71.5,88,7,None,,0,4,3.7,4.2,6,0.25,0.04,3.01,0.5,2.76,13.08,2.18,0.46,Dominic,4.2,46,9,11,1.83,3,42.9,22,4,85,False,138.6,52,7,540,,None,64,53,19,0,0,1,0,,154566.jpg,4.8,33,7,0,0,0.0,Solanke,2.4,113,22,False,None,6,1.0,a,3,91,217.0,10,5,29,80048,10220,135371,4328,0.7,4.5,Solanke,0
1,0,38,100,100,1,0.59,201658,None,,0,0,-1,1,35.1,176,105,None,,0,3,1.7,2.2,2,0.38,0.22,0.45,0.26,0.07,4.21,2.48,0.04,Marcus,2.2,154,67,3,1.76,0,10.3,239,109,86,False,41.6,239,97,153,,2023-07-26T15:30:04.076941Z,54,126,79,0,0,None,0,,201658.jpg,3.0,130,56,0,0,0.0,Tavernier,0.0,595,230,False,None,2,1.18,a,3,91,26.0,193,104,9,780,85,1823,52,0.4,1.7,Tavernier,0
0,0,10,None,None,0,0.0,424044,None,,0,0,-2,2,14.8,267,145,None,,0,3,0.0,0.5,1,0.01,0.02,0.18,0.37,0.17,0.84,1.72,0.35,Hamed,0.5,326,154,1,2.05,0,5.7,301,132,87,False,12.8,326,141,44,,None,48,320,212,0,0,None,0,,424044.jpg,1.0,360,163,0,0,0.0,Traorè,0.0,601,234,False,None,0,0.0,a,3,91,30.0,174,98,3,314,7,1270,26,0.1,0.6,Hamed Traorè,0
0,0,0,0,0,0,0,229600,None,,0,0,0,0,0.0,452,39,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mark,0.0,439,54,0,0,0,0.0,472,55,88,False,0.0,466,55,0,On loan to Stoke City for the season,2023-07-28T08:25:34.409705Z,40,649,63,0,0,None,0,,229600.jpg,0.0,468,55,0,0,0,Travers,0.1,394,58,False,None,0,0,u,3,91,0.0,423,35,0,0,0,5991,202,0.0,0.0,Travers,0
0,0,90,None,None,1,0.17,477580,None,,0,0,0,0,4.8,324,117,None,,0,2,1.5,2.0,0,0.03,0.0,0.10,0.01,0.07,13.08,2.18,0.01,Illia,2.0,167,59,11,1.83,0,12.4,212,68,89,False,111.0,82,26,540,,None,45,434,95,0,0,None,0,,477580.jpg,1.8,232,76,0,0,0.0,Zabarnyi,0.1,423,165,False,None,6,1.0,a,3,91,8.0,292,97,11,4764,93,6155,157,0.4,2.4,Zabarnyi,1
0,0,56,None,None,1,0.17,544877,None,,0,0,0,0,51.6,140,32,None,,0,2,1.0,1.5,-1,0.31,0.05,0.31,0.05,0.00,12.58,2.16,0.0,Milos,1.5,211,71,11,1.89,0,14.1,181,53,595,False,79.6,145,58,523,,None,45,465,98,1,0,None,0,,544877.jpg,1.5,275,91,0,0,0.0,Kerkez,0.2,308,118,False,None,6,1.03,a,3,91,10.0,271,86,9,5953,122,9829,433,0.3,2.0,Kerkez,1
